STA Awal,STA Akhir,Long,Lat,Segment
134470,134475,107.989363,-6.593572809,Subang - Cikedung
134475,134480,107.9894,-6.593598739,Subang - Cikedung
134480,134485,107.9894369,-6.59362467,Subang - Cikedung
134485,134490,107.9894739,-6.593650601,Subang - Cikedung
134490,134495,107.9895109,-6.593676532,Subang - Cikedung
134495,134500,107.9895479,-6.593702463,Subang - Cikedung
134500,134505,107.9895849,-6.593728393,Subang - Cikedung
134505,134510,107.9896219,-6.593754324,Subang - Cikedung
134510,134515,107.9896588,-6.593780255,Subang - Cikedung
134515,134520,107.9896958,-6.593806186,Subang - Cikedung
134520,134525,107.9897328,-6.593832116,Subang - Cikedung
134525,134530,107.9897698,-6.593858047,Subang - Cikedung
134530,134535,107.9898068,-6.593883978,Subang - Cikedung
134535,134540,107.9898438,-6.593909908,Subang - Cikedung
134540,134545,107.9898808,-6.593935839,Subang - Cikedung
134545,134550,107.9899177,-6.59396177,Subang - Cikedung
134550,134555,107.9899547,-6.593987701,Subang - Cikedung
134555,134560,107.9899917,-6.594013631,Subang - Cikedung
134560,134565,107.9900287,-6.594039562,Subang - Cikedung
134565,134570,107.9900657,-6.594065493,Subang - Cikedung
134570,134575,107.9901027,-6.594091423,Subang - Cikedung
134575,134580,107.9901397,-6.594117354,Subang - Cikedung
134580,134585,107.9901766,-6.594143285,Subang - Cikedung
134585,134590,107.9902136,-6.594169215,Subang - Cikedung
134590,134595,107.9902506,-6.594195146,Subang - Cikedung
134595,134600,107.9902876,-6.594221082,Subang - Cikedung
134600,134605,107.9903246,-6.594247047,Subang - Cikedung
134605,134610,107.9903615,-6.594273012,Subang - Cikedung
134610,134615,107.9903985,-6.594298976,Subang - Cikedung
134615,134620,107.9904354,-6.594324941,Subang - Cikedung
134620,134625,107.9904724,-6.594350906,Subang - Cikedung
134625,134630,107.9905094,-6.59437687,Subang - Cikedung
134630,134635,107.9905463,-6.594402835,Subang - Cikedung
134635,134640,107.9905833,-6.5944288,Subang - Cikedung
134640,134645,107.9906202,-6.594454764,Subang - Cikedung
134645,134650,107.9906572,-6.594480729,Subang - Cikedung
134650,134655,107.9906942,-6.594506694,Subang - Cikedung
134655,134660,107.9907311,-6.594532659,Subang - Cikedung
134660,134665,107.9907681,-6.594558623,Subang - Cikedung
134665,134670,107.990805,-6.594584588,Subang - Cikedung
134670,134675,107.990842,-6.594610553,Subang - Cikedung
134675,134680,107.990879,-6.594636517,Subang - Cikedung
134680,134685,107.9909159,-6.594662482,Subang - Cikedung
134685,134690,107.9909529,-6.594688447,Subang - Cikedung
134690,134695,107.9909899,-6.594714411,Subang - Cikedung
134695,134700,107.9910268,-6.594740376,Subang - Cikedung
134700,134705,107.9910638,-6.59476634,Subang - Cikedung
134705,134710,107.9911007,-6.594792305,Subang - Cikedung
134710,134715,107.9911377,-6.59481827,Subang - Cikedung
134715,134720,107.9911747,-6.594844234,Subang - Cikedung
134720,134725,107.9912116,-6.594870199,Subang - Cikedung
134725,134730,107.9912486,-6.594896164,Subang - Cikedung
134730,134735,107.9912855,-6.594922128,Subang - Cikedung
134735,134740,107.9913225,-6.594948093,Subang - Cikedung
134740,134745,107.9913595,-6.594974057,Subang - Cikedung
134745,134750,107.9913964,-6.595000022,Subang - Cikedung
134750,134755,107.9914334,-6.595025987,Subang - Cikedung
134755,134760,107.9914704,-6.595051951,Subang - Cikedung
134760,134765,107.9915073,-6.595077916,Subang - Cikedung
134765,134770,107.9915443,-6.59510388,Subang - Cikedung
134770,134775,107.9915812,-6.595129845,Subang - Cikedung
134775,134780,107.9916182,-6.595155809,Subang - Cikedung
134780,134785,107.9916552,-6.595181774,Subang - Cikedung
134785,134790,107.9916921,-6.595207739,Subang - Cikedung
134790,134795,107.9917291,-6.595233703,Subang - Cikedung
134795,134800,107.991766,-6.595259661,Subang - Cikedung
134800,134805,107.991803,-6.595285582,Subang - Cikedung
134805,134810,107.99184,-6.595311503,Subang - Cikedung
134810,134815,107.991877,-6.595337424,Subang - Cikedung
134815,134820,107.991914,-6.595363345,Subang - Cikedung
134820,134825,107.991951,-6.595389266,Subang - Cikedung
134825,134830,107.991988,-6.595415187,Subang - Cikedung
134830,134835,107.992025,-6.595441108,Subang - Cikedung
134835,134840,107.992062,-6.595467029,Subang - Cikedung
134840,134845,107.992099,-6.59549295,Subang - Cikedung
134845,134850,107.992136,-6.595518871,Subang - Cikedung
134850,134855,107.992173,-6.595544792,Subang - Cikedung
134855,134860,107.9922099,-6.595570713,Subang - Cikedung
134860,134865,107.9922469,-6.595596634,Subang - Cikedung
134865,134870,107.9922839,-6.595622555,Subang - Cikedung
134870,134875,107.9923209,-6.595648476,Subang - Cikedung
134875,134880,107.9923579,-6.595674397,Subang - Cikedung
134880,134885,107.9923949,-6.595700318,Subang - Cikedung
134885,134890,107.9924319,-6.595726239,Subang - Cikedung
134890,134895,107.9924689,-6.59575216,Subang - Cikedung
134895,134900,107.9925059,-6.595778081,Subang - Cikedung
134900,134905,107.9925429,-6.595804002,Subang - Cikedung
134905,134910,107.9925799,-6.595829923,Subang - Cikedung
134910,134915,107.9926169,-6.595855844,Subang - Cikedung
134915,134920,107.9926539,-6.595881765,Subang - Cikedung
134920,134925,107.9926908,-6.595907686,Subang - Cikedung
134925,134930,107.9927278,-6.595933607,Subang - Cikedung
134930,134935,107.9927648,-6.595959528,Subang - Cikedung
134935,134940,107.9928018,-6.595985448,Subang - Cikedung
134940,134945,107.9928388,-6.596011369,Subang - Cikedung
134945,134950,107.9928758,-6.59603729,Subang - Cikedung
134950,134955,107.9929128,-6.596063211,Subang - Cikedung
134955,134960,107.9929498,-6.596089132,Subang - Cikedung
134960,134965,107.9929868,-6.596115053,Subang - Cikedung
134965,134970,107.9930238,-6.596140974,Subang - Cikedung
134970,134975,107.9930608,-6.596166895,Subang - Cikedung
134975,134980,107.9930978,-6.596192816,Subang - Cikedung
134980,134985,107.9931347,-6.596218737,Subang - Cikedung
134985,134990,107.9931717,-6.596244657,Subang - Cikedung
134990,134995,107.9932087,-6.596270578,Subang - Cikedung
134995,135000,107.9932457,-6.596296509,Subang - Cikedung
135000,135005,107.9932827,-6.596322492,Subang - Cikedung
135005,135010,107.9933196,-6.596348474,Subang - Cikedung
135010,135015,107.9933566,-6.596374457,Subang - Cikedung
135015,135020,107.9933935,-6.59640044,Subang - Cikedung
135020,135025,107.9934305,-6.596426423,Subang - Cikedung
135025,135030,107.9934674,-6.596452405,Subang - Cikedung
135030,135035,107.9935044,-6.596478388,Subang - Cikedung
135035,135040,107.9935413,-6.596504371,Subang - Cikedung
135040,135045,107.9935783,-6.596530354,Subang - Cikedung
135045,135050,107.9936152,-6.596556336,Subang - Cikedung
135050,135055,107.9936522,-6.596582319,Subang - Cikedung
135055,135060,107.9936891,-6.596608302,Subang - Cikedung
135060,135065,107.993726,-6.596634285,Subang - Cikedung
135065,135070,107.993763,-6.596660267,Subang - Cikedung
135070,135075,107.9937999,-6.59668625,Subang - Cikedung
135075,135080,107.9938369,-6.596712233,Subang - Cikedung
135080,135085,107.9938738,-6.596738215,Subang - Cikedung
135085,135090,107.9939108,-6.596764198,Subang - Cikedung
135090,135095,107.9939477,-6.596790181,Subang - Cikedung
135095,135100,107.9939847,-6.596816164,Subang - Cikedung
135100,135105,107.9940216,-6.596842146,Subang - Cikedung
135105,135110,107.9940586,-6.596868129,Subang - Cikedung
135110,135115,107.9940955,-6.596894112,Subang - Cikedung
135115,135120,107.9941325,-6.596920094,Subang - Cikedung
135120,135125,107.9941694,-6.596946077,Subang - Cikedung
135125,135130,107.9942064,-6.59697206,Subang - Cikedung
135130,135135,107.9942433,-6.596998042,Subang - Cikedung
135135,135140,107.9942803,-6.597024025,Subang - Cikedung
135140,135145,107.9943172,-6.597050008,Subang - Cikedung
135145,135150,107.9943542,-6.59707599,Subang - Cikedung
135150,135155,107.9943911,-6.597101973,Subang - Cikedung
135155,135160,107.9944281,-6.597127955,Subang - Cikedung
135160,135165,107.994465,-6.597153938,Subang - Cikedung
135165,135170,107.994502,-6.597179921,Subang - Cikedung
135170,135175,107.9945389,-6.597205903,Subang - Cikedung
135175,135180,107.9945759,-6.597231886,Subang - Cikedung
135180,135185,107.9946128,-6.597257869,Subang - Cikedung
135185,135190,107.9946498,-6.597283851,Subang - Cikedung
135190,135195,107.9946867,-6.597309834,Subang - Cikedung
135195,135200,107.9947237,-6.597335808,Subang - Cikedung
135200,135205,107.9947607,-6.597361736,Subang - Cikedung
135205,135210,107.9947976,-6.597387665,Subang - Cikedung
135210,135215,107.9948346,-6.597413593,Subang - Cikedung
135215,135220,107.9948716,-6.597439522,Subang - Cikedung
135220,135225,107.9949086,-6.59746545,Subang - Cikedung
135225,135230,107.9949456,-6.597491379,Subang - Cikedung
135230,135235,107.9949826,-6.597517308,Subang - Cikedung
135235,135240,107.9950196,-6.597543236,Subang - Cikedung
135240,135245,107.9950565,-6.597569165,Subang - Cikedung
135245,135250,107.9950935,-6.597595093,Subang - Cikedung
135250,135255,107.9951305,-6.597621021,Subang - Cikedung
135255,135260,107.9951675,-6.59764695,Subang - Cikedung
135260,135265,107.9952045,-6.597672878,Subang - Cikedung
135265,135270,107.9952415,-6.597698807,Subang - Cikedung
135270,135275,107.9952785,-6.597724735,Subang - Cikedung
135275,135280,107.9953155,-6.597750664,Subang - Cikedung
135280,135285,107.9953524,-6.597776592,Subang - Cikedung
135285,135290,107.9953894,-6.597802521,Subang - Cikedung
135290,135295,107.9954264,-6.597828449,Subang - Cikedung
135295,135300,107.9954634,-6.597854378,Subang - Cikedung
135300,135305,107.9955004,-6.597880306,Subang - Cikedung
135305,135310,107.9955374,-6.597906235,Subang - Cikedung
135310,135315,107.9955744,-6.597932163,Subang - Cikedung
135315,135320,107.9956113,-6.597958091,Subang - Cikedung
135320,135325,107.9956483,-6.59798402,Subang - Cikedung
135325,135330,107.9956853,-6.598009948,Subang - Cikedung
135330,135335,107.9957223,-6.598035877,Subang - Cikedung
135335,135340,107.9957593,-6.598061805,Subang - Cikedung
135340,135345,107.9957963,-6.598087733,Subang - Cikedung
135345,135350,107.9958333,-6.598113662,Subang - Cikedung
135350,135355,107.9958703,-6.59813959,Subang - Cikedung
135355,135360,107.9959072,-6.598165519,Subang - Cikedung
135360,135365,107.9959442,-6.598191447,Subang - Cikedung
135365,135370,107.9959812,-6.598217375,Subang - Cikedung
135370,135375,107.9960182,-6.598243304,Subang - Cikedung
135375,135380,107.9960552,-6.598269232,Subang - Cikedung
135380,135385,107.9960922,-6.598295161,Subang - Cikedung
135385,135390,107.9961292,-6.598321089,Subang - Cikedung
135390,135395,107.9961661,-6.598347017,Subang - Cikedung
135395,135400,107.9962031,-6.598372947,Subang - Cikedung
135400,135405,107.9962401,-6.598398885,Subang - Cikedung
135405,135410,107.9962771,-6.598424824,Subang - Cikedung
135410,135415,107.9963141,-6.598450762,Subang - Cikedung
135415,135420,107.9963511,-6.5984767,Subang - Cikedung
135420,135425,107.996388,-6.598502638,Subang - Cikedung
135425,135430,107.996425,-6.598528577,Subang - Cikedung
135430,135435,107.996462,-6.598554515,Subang - Cikedung
135435,135440,107.996499,-6.598580453,Subang - Cikedung
135440,135445,107.996536,-6.598606391,Subang - Cikedung
135445,135450,107.9965729,-6.59863233,Subang - Cikedung
135450,135455,107.9966099,-6.598658268,Subang - Cikedung
135455,135460,107.9966469,-6.598684206,Subang - Cikedung
135460,135465,107.9966839,-6.598710144,Subang - Cikedung
135465,135470,107.9967209,-6.598736082,Subang - Cikedung
135470,135475,107.9967578,-6.598762021,Subang - Cikedung
135475,135480,107.9967948,-6.598787959,Subang - Cikedung
135480,135485,107.9968318,-6.598813897,Subang - Cikedung
135485,135490,107.9968688,-6.598839835,Subang - Cikedung
135490,135495,107.9969058,-6.598865773,Subang - Cikedung
135495,135500,107.9969427,-6.598891712,Subang - Cikedung
135500,135505,107.9969797,-6.59891765,Subang - Cikedung
135505,135510,107.9970167,-6.598943588,Subang - Cikedung
135510,135515,107.9970537,-6.598969526,Subang - Cikedung
135515,135520,107.9970907,-6.598995464,Subang - Cikedung
135520,135525,107.9971276,-6.599021402,Subang - Cikedung
135525,135530,107.9971646,-6.599047341,Subang - Cikedung
135530,135535,107.9972016,-6.599073279,Subang - Cikedung
135535,135540,107.9972386,-6.599099217,Subang - Cikedung
135540,135545,107.9972755,-6.599125155,Subang - Cikedung
135545,135550,107.9973125,-6.599151093,Subang - Cikedung
135550,135555,107.9973495,-6.599177031,Subang - Cikedung
135555,135560,107.9973865,-6.599202969,Subang - Cikedung
135560,135565,107.9974235,-6.599228907,Subang - Cikedung
135565,135570,107.9974604,-6.599254846,Subang - Cikedung
135570,135575,107.9974974,-6.599280784,Subang - Cikedung
135575,135580,107.9975344,-6.599306722,Subang - Cikedung
135580,135585,107.9975714,-6.59933266,Subang - Cikedung
135585,135590,107.9976084,-6.599358598,Subang - Cikedung
135590,135595,107.9976453,-6.599384536,Subang - Cikedung
135595,135600,107.9976823,-6.599410472,Subang - Cikedung
135600,135605,107.9977193,-6.599436394,Subang - Cikedung
135605,135610,107.9977563,-6.599462316,Subang - Cikedung
135610,135615,107.9977933,-6.599488238,Subang - Cikedung
135615,135620,107.9978303,-6.59951416,Subang - Cikedung
135620,135625,107.9978673,-6.599540082,Subang - Cikedung
135625,135630,107.9979043,-6.599566005,Subang - Cikedung
135630,135635,107.9979413,-6.599591927,Subang - Cikedung
135635,135640,107.9979783,-6.599617849,Subang - Cikedung
135640,135645,107.9980153,-6.599643771,Subang - Cikedung
135645,135650,107.9980522,-6.599669693,Subang - Cikedung
135650,135655,107.9980892,-6.599695615,Subang - Cikedung
135655,135660,107.9981262,-6.599721537,Subang - Cikedung
135660,135665,107.9981632,-6.59974746,Subang - Cikedung
135665,135670,107.9982002,-6.599773382,Subang - Cikedung
135670,135675,107.9982372,-6.599799304,Subang - Cikedung
135675,135680,107.9982742,-6.599825226,Subang - Cikedung
135680,135685,107.9983112,-6.599851148,Subang - Cikedung
135685,135690,107.9983482,-6.59987707,Subang - Cikedung
135690,135695,107.9983852,-6.599902992,Subang - Cikedung
135695,135700,107.9984222,-6.599928914,Subang - Cikedung
135700,135705,107.9984591,-6.599954836,Subang - Cikedung
135705,135710,107.9984961,-6.599980758,Subang - Cikedung
135710,135715,107.9985331,-6.600006681,Subang - Cikedung
135715,135720,107.9985701,-6.600032603,Subang - Cikedung
135720,135725,107.9986071,-6.600058525,Subang - Cikedung
135725,135730,107.9986441,-6.600084447,Subang - Cikedung
135730,135735,107.9986811,-6.600110369,Subang - Cikedung
135735,135740,107.9987181,-6.600136291,Subang - Cikedung
135740,135745,107.9987551,-6.600162213,Subang - Cikedung
135745,135750,107.9987921,-6.600188135,Subang - Cikedung
135750,135755,107.9988291,-6.600214057,Subang - Cikedung
135755,135760,107.998866,-6.600239979,Subang - Cikedung
135760,135765,107.998903,-6.600265901,Subang - Cikedung
135765,135770,107.99894,-6.600291823,Subang - Cikedung
135770,135775,107.998977,-6.600317745,Subang - Cikedung
135775,135780,107.999014,-6.600343667,Subang - Cikedung
135780,135785,107.999051,-6.600369589,Subang - Cikedung
135785,135790,107.999088,-6.600395511,Subang - Cikedung
135790,135795,107.999125,-6.600421433,Subang - Cikedung
135795,135800,107.999162,-6.600447359,Subang - Cikedung
135800,135805,107.9991989,-6.600473307,Subang - Cikedung
135805,135810,107.9992359,-6.600499255,Subang - Cikedung
135810,135815,107.9992729,-6.600525203,Subang - Cikedung
135815,135820,107.9993099,-6.600551151,Subang - Cikedung
135820,135825,107.9993468,-6.600577099,Subang - Cikedung
135825,135830,107.9993838,-6.600603046,Subang - Cikedung
135830,135835,107.9994208,-6.600628994,Subang - Cikedung
135835,135840,107.9994578,-6.600654942,Subang - Cikedung
135840,135845,107.9994947,-6.60068089,Subang - Cikedung
135845,135850,107.9995317,-6.600706838,Subang - Cikedung
135850,135855,107.9995687,-6.600732786,Subang - Cikedung
135855,135860,107.9996057,-6.600758734,Subang - Cikedung
135860,135865,107.9996426,-6.600784681,Subang - Cikedung
135865,135870,107.9996796,-6.600810629,Subang - Cikedung
135870,135875,107.9997166,-6.600836577,Subang - Cikedung
135875,135880,107.9997535,-6.600862525,Subang - Cikedung
135880,135885,107.9997905,-6.600888473,Subang - Cikedung
135885,135890,107.9998275,-6.600914421,Subang - Cikedung
135890,135895,107.9998645,-6.600940368,Subang - Cikedung
135895,135900,107.9999014,-6.600966316,Subang - Cikedung
135900,135905,107.9999384,-6.600992264,Subang - Cikedung
135905,135910,107.9999754,-6.601018212,Subang - Cikedung
135910,135915,108.0000124,-6.60104416,Subang - Cikedung
135915,135920,108.0000493,-6.601070107,Subang - Cikedung
135920,135925,108.0000863,-6.601096055,Subang - Cikedung
135925,135930,108.0001233,-6.601122003,Subang - Cikedung
135930,135935,108.0001602,-6.601147951,Subang - Cikedung
135935,135940,108.0001972,-6.601173899,Subang - Cikedung
135940,135945,108.0002342,-6.601199846,Subang - Cikedung
135945,135950,108.0002712,-6.601225794,Subang - Cikedung
135950,135955,108.0003081,-6.601251742,Subang - Cikedung
135955,135960,108.0003451,-6.60127769,Subang - Cikedung
135960,135965,108.0003821,-6.601303637,Subang - Cikedung
135965,135970,108.0004191,-6.601329585,Subang - Cikedung
135970,135975,108.000456,-6.601355533,Subang - Cikedung
135975,135980,108.000493,-6.601381481,Subang - Cikedung
135980,135985,108.00053,-6.601407428,Subang - Cikedung
135985,135990,108.000567,-6.601433376,Subang - Cikedung
135990,135995,108.0006039,-6.601459324,Subang - Cikedung
136000,136005,108.0006346,-6.601482805,Subang - Cikedung
136005,136010,108.0006718,-6.601508326,Subang - Cikedung
136010,136015,108.0007091,-6.601533846,Subang - Cikedung
136015,136020,108.0007464,-6.601559367,Subang - Cikedung
136020,136025,108.0007836,-6.601584887,Subang - Cikedung
136025,136030,108.0008209,-6.601610408,Subang - Cikedung
136030,136035,108.0008582,-6.601635928,Subang - Cikedung
136035,136040,108.0008954,-6.601661449,Subang - Cikedung
136040,136045,108.0009327,-6.601686969,Subang - Cikedung
136045,136050,108.00097,-6.60171249,Subang - Cikedung
136050,136055,108.0010073,-6.60173801,Subang - Cikedung
136055,136060,108.0010445,-6.601763531,Subang - Cikedung
136060,136065,108.0010818,-6.601789052,Subang - Cikedung
136065,136070,108.0011191,-6.601814572,Subang - Cikedung
136070,136075,108.0011563,-6.601840093,Subang - Cikedung
136075,136080,108.0011936,-6.601865613,Subang - Cikedung
136080,136085,108.0012309,-6.601891134,Subang - Cikedung
136085,136090,108.0012681,-6.601916654,Subang - Cikedung
136090,136095,108.0013054,-6.601942175,Subang - Cikedung
136095,136100,108.0013427,-6.601967695,Subang - Cikedung
136100,136105,108.0013799,-6.601993216,Subang - Cikedung
136105,136110,108.0014172,-6.602018736,Subang - Cikedung
136110,136115,108.0014545,-6.602044257,Subang - Cikedung
136115,136120,108.0014918,-6.602069777,Subang - Cikedung
136120,136125,108.001529,-6.602095298,Subang - Cikedung
136125,136130,108.0015663,-6.602120819,Subang - Cikedung
136130,136135,108.0016036,-6.602146339,Subang - Cikedung
136135,136140,108.0016408,-6.60217186,Subang - Cikedung
136140,136145,108.0016781,-6.60219738,Subang - Cikedung
136145,136150,108.0017154,-6.602222901,Subang - Cikedung
136150,136155,108.0017526,-6.602248421,Subang - Cikedung
136155,136160,108.0017899,-6.602273942,Subang - Cikedung
136160,136165,108.0018272,-6.602299462,Subang - Cikedung
136165,136170,108.0018645,-6.602324983,Subang - Cikedung
136170,136175,108.0019017,-6.602350503,Subang - Cikedung
136175,136180,108.001939,-6.602376024,Subang - Cikedung
136180,136185,108.0019763,-6.602401544,Subang - Cikedung
136185,136190,108.0020135,-6.602427065,Subang - Cikedung
136190,136195,108.0020508,-6.602452585,Subang - Cikedung
136195,136200,108.0020881,-6.602478106,Subang - Cikedung
136200,136205,108.0021253,-6.602503624,Subang - Cikedung
136205,136210,108.0021633,-6.602528069,Subang - Cikedung
136210,136215,108.0022013,-6.602552515,Subang - Cikedung
136215,136220,108.0022393,-6.60257696,Subang - Cikedung
136220,136225,108.0022773,-6.602601405,Subang - Cikedung
136225,136230,108.0023153,-6.60262585,Subang - Cikedung
136230,136235,108.0023532,-6.602650295,Subang - Cikedung
136235,136240,108.0023912,-6.60267474,Subang - Cikedung
136240,136245,108.0024292,-6.602699185,Subang - Cikedung
136245,136250,108.0024672,-6.602723631,Subang - Cikedung
136250,136255,108.0025052,-6.602748076,Subang - Cikedung
136255,136260,108.0025432,-6.602772521,Subang - Cikedung
136260,136265,108.0025811,-6.602796966,Subang - Cikedung
136265,136270,108.0026191,-6.602821411,Subang - Cikedung
136270,136275,108.0026571,-6.602845856,Subang - Cikedung
136275,136280,108.0026951,-6.602870301,Subang - Cikedung
136280,136285,108.0027331,-6.602894747,Subang - Cikedung
136285,136290,108.0027711,-6.602919192,Subang - Cikedung
136290,136295,108.002809,-6.602943637,Subang - Cikedung
136295,136300,108.002847,-6.602968082,Subang - Cikedung
136300,136305,108.002885,-6.602992527,Subang - Cikedung
136305,136310,108.002923,-6.603016972,Subang - Cikedung
136310,136315,108.002961,-6.603041417,Subang - Cikedung
136315,136320,108.002999,-6.603065862,Subang - Cikedung
136320,136325,108.0030369,-6.603090308,Subang - Cikedung
136325,136330,108.0030749,-6.603114753,Subang - Cikedung
136330,136335,108.0031129,-6.603139198,Subang - Cikedung
136335,136340,108.0031509,-6.603163643,Subang - Cikedung
136340,136345,108.0031889,-6.603188088,Subang - Cikedung
136345,136350,108.0032269,-6.603212533,Subang - Cikedung
136350,136355,108.0032649,-6.603236978,Subang - Cikedung
136355,136360,108.0033028,-6.603261423,Subang - Cikedung
136360,136365,108.0033408,-6.603285869,Subang - Cikedung
136365,136370,108.0033788,-6.603310314,Subang - Cikedung
136370,136375,108.0034168,-6.603334759,Subang - Cikedung
136375,136380,108.0034548,-6.603359204,Subang - Cikedung
136380,136385,108.0034928,-6.603383649,Subang - Cikedung
136385,136390,108.0035307,-6.603408094,Subang - Cikedung
136390,136395,108.0035687,-6.603432539,Subang - Cikedung
136395,136400,108.0036067,-6.603456984,Subang - Cikedung
136400,136405,108.0036447,-6.603481425,Subang - Cikedung
136405,136410,108.0036835,-6.60350459,Subang - Cikedung
136410,136415,108.0037222,-6.603527755,Subang - Cikedung
136415,136420,108.003761,-6.60355092,Subang - Cikedung
136420,136425,108.0037998,-6.603574086,Subang - Cikedung
136425,136430,108.0038386,-6.603597251,Subang - Cikedung
136430,136435,108.0038774,-6.603620416,Subang - Cikedung
136435,136440,108.0039161,-6.603643581,Subang - Cikedung
136440,136445,108.0039549,-6.603666746,Subang - Cikedung
136445,136450,108.0039937,-6.603689912,Subang - Cikedung
136450,136455,108.0040325,-6.603713077,Subang - Cikedung
136455,136460,108.0040712,-6.603736242,Subang - Cikedung
136460,136465,108.00411,-6.603759407,Subang - Cikedung
136465,136470,108.0041488,-6.603782573,Subang - Cikedung
136470,136475,108.0041876,-6.603805738,Subang - Cikedung
136475,136480,108.0042264,-6.603828903,Subang - Cikedung
136480,136485,108.0042651,-6.603852068,Subang - Cikedung
136485,136490,108.0043039,-6.603875233,Subang - Cikedung
136490,136495,108.0043427,-6.603898399,Subang - Cikedung
136495,136500,108.0043815,-6.603921564,Subang - Cikedung
136500,136505,108.0044202,-6.603944729,Subang - Cikedung
136505,136510,108.004459,-6.603967894,Subang - Cikedung
136510,136515,108.0044978,-6.603991059,Subang - Cikedung
136515,136520,108.0045366,-6.604014225,Subang - Cikedung
136520,136525,108.0045754,-6.60403739,Subang - Cikedung
136525,136530,108.0046141,-6.604060555,Subang - Cikedung
136530,136535,108.0046529,-6.60408372,Subang - Cikedung
136535,136540,108.0046917,-6.604106885,Subang - Cikedung
136540,136545,108.0047305,-6.604130051,Subang - Cikedung
136545,136550,108.0047692,-6.604153216,Subang - Cikedung
136550,136555,108.004808,-6.604176381,Subang - Cikedung
136555,136560,108.0048468,-6.604199546,Subang - Cikedung
136560,136565,108.0048856,-6.604222711,Subang - Cikedung
136565,136570,108.0049244,-6.604245876,Subang - Cikedung
136570,136575,108.0049631,-6.604269042,Subang - Cikedung
136575,136580,108.0050019,-6.604292207,Subang - Cikedung
136580,136585,108.0050407,-6.604315372,Subang - Cikedung
136585,136590,108.0050795,-6.604338537,Subang - Cikedung
136590,136595,108.0051182,-6.604361702,Subang - Cikedung
136595,136600,108.005157,-6.604384868,Subang - Cikedung
136600,136605,108.0051958,-6.604408024,Subang - Cikedung
136605,136610,108.0052353,-6.604429865,Subang - Cikedung
136610,136615,108.0052749,-6.604451706,Subang - Cikedung
136615,136620,108.0053144,-6.604473547,Subang - Cikedung
136620,136625,108.005354,-6.604495388,Subang - Cikedung
136625,136630,108.0053935,-6.604517229,Subang - Cikedung
136630,136635,108.005433,-6.60453907,Subang - Cikedung
136635,136640,108.0054726,-6.604560911,Subang - Cikedung
136640,136645,108.0055121,-6.604582751,Subang - Cikedung
136645,136650,108.0055517,-6.604604592,Subang - Cikedung
136650,136655,108.0055912,-6.604626433,Subang - Cikedung
136655,136660,108.0056307,-6.604648274,Subang - Cikedung
136660,136665,108.0056703,-6.604670115,Subang - Cikedung
136665,136670,108.0057098,-6.604691956,Subang - Cikedung
136670,136675,108.0057494,-6.604713797,Subang - Cikedung
136675,136680,108.0057889,-6.604735638,Subang - Cikedung
136680,136685,108.0058284,-6.604757478,Subang - Cikedung
136685,136690,108.005868,-6.604779319,Subang - Cikedung
136690,136695,108.0059075,-6.60480116,Subang - Cikedung
136695,136700,108.005947,-6.604823001,Subang - Cikedung
136700,136705,108.0059866,-6.604844842,Subang - Cikedung
136705,136710,108.0060261,-6.604866683,Subang - Cikedung
136710,136715,108.0060657,-6.604888524,Subang - Cikedung
136715,136720,108.0061052,-6.604910364,Subang - Cikedung
136720,136725,108.0061447,-6.604932205,Subang - Cikedung
136725,136730,108.0061843,-6.604954046,Subang - Cikedung
136730,136735,108.0062238,-6.604975887,Subang - Cikedung
136735,136740,108.0062634,-6.604997728,Subang - Cikedung
136740,136745,108.0063029,-6.605019569,Subang - Cikedung
136745,136750,108.0063424,-6.605041409,Subang - Cikedung
136750,136755,108.006382,-6.60506325,Subang - Cikedung
136755,136760,108.0064215,-6.605085091,Subang - Cikedung
136760,136765,108.0064611,-6.605106932,Subang - Cikedung
136765,136770,108.0065006,-6.605128773,Subang - Cikedung
136770,136775,108.0065401,-6.605150614,Subang - Cikedung
136775,136780,108.0065797,-6.605172454,Subang - Cikedung
136780,136785,108.0066192,-6.605194295,Subang - Cikedung
136785,136790,108.0066587,-6.605216136,Subang - Cikedung
136790,136795,108.0066983,-6.605237977,Subang - Cikedung
136795,136800,108.0067378,-6.605259818,Subang - Cikedung
136800,136805,108.0067774,-6.605281648,Subang - Cikedung
136805,136810,108.0068176,-6.605302254,Subang - Cikedung
136810,136815,108.0068578,-6.605322859,Subang - Cikedung
136815,136820,108.006898,-6.605343465,Subang - Cikedung
136820,136825,108.0069382,-6.605364071,Subang - Cikedung
136825,136830,108.0069784,-6.605384677,Subang - Cikedung
136830,136835,108.0070186,-6.605405283,Subang - Cikedung
136835,136840,108.0070587,-6.605425888,Subang - Cikedung
136840,136845,108.0070989,-6.605446494,Subang - Cikedung
136845,136850,108.0071391,-6.6054671,Subang - Cikedung
136850,136855,108.0071793,-6.605487706,Subang - Cikedung
136855,136860,108.0072195,-6.605508312,Subang - Cikedung
136860,136865,108.0072597,-6.605528917,Subang - Cikedung
136865,136870,108.0072999,-6.605549523,Subang - Cikedung
136870,136875,108.0073401,-6.605570129,Subang - Cikedung
136875,136880,108.0073803,-6.605590735,Subang - Cikedung
136880,136885,108.0074205,-6.60561134,Subang - Cikedung
136885,136890,108.0074607,-6.605631946,Subang - Cikedung
