STA Awal,STA Akhir,Long,Lat,Segment
83085,83090,107.5554394,-6.473073385,Cikopo - Kalijati
83090,83095,107.5554837,-6.473082364,Cikopo - Kalijati
83095,83100,107.5555279,-6.473091342,Cikopo - Kalijati
83100,83105,107.5555722,-6.47310032,Cikopo - Kalijati
83105,83110,107.5556165,-6.473109298,Cikopo - Kalijati
83110,83115,107.5556608,-6.473118276,Cikopo - Kalijati
83115,83120,107.555705,-6.473127254,Cikopo - Kalijati
83120,83125,107.5557493,-6.473136232,Cikopo - Kalijati
83125,83130,107.5557936,-6.47314521,Cikopo - Kalijati
83130,83135,107.5558379,-6.473154188,Cikopo - Kalijati
83135,83140,107.5558821,-6.473163166,Cikopo - Kalijati
83140,83145,107.5559264,-6.473172144,Cikopo - Kalijati
83145,83150,107.5559707,-6.473181122,Cikopo - Kalijati
83150,83155,107.556015,-6.4731901,Cikopo - Kalijati
83155,83160,107.5560592,-6.473199078,Cikopo - Kalijati
83160,83165,107.5561035,-6.473208056,Cikopo - Kalijati
83165,83170,107.5561478,-6.473217034,Cikopo - Kalijati
83170,83175,107.5561921,-6.473226012,Cikopo - Kalijati
83175,83180,107.5562363,-6.47323499,Cikopo - Kalijati
83180,83185,107.5562806,-6.473243968,Cikopo - Kalijati
83185,83190,107.5563249,-6.473252946,Cikopo - Kalijati
83190,83195,107.5563691,-6.473261924,Cikopo - Kalijati
83195,83200,107.5564134,-6.473270902,Cikopo - Kalijati
83200,83205,107.5564573,-6.473281435,Cikopo - Kalijati
83205,83210,107.5565005,-6.473294531,Cikopo - Kalijati
83210,83215,107.5565438,-6.473307628,Cikopo - Kalijati
83215,83220,107.556587,-6.473320725,Cikopo - Kalijati
83220,83225,107.5566303,-6.473333821,Cikopo - Kalijati
83225,83230,107.5566735,-6.473346918,Cikopo - Kalijati
83230,83235,107.5567167,-6.473360015,Cikopo - Kalijati
83235,83240,107.55676,-6.473373111,Cikopo - Kalijati
83240,83245,107.5568032,-6.473386208,Cikopo - Kalijati
83245,83250,107.5568464,-6.473399305,Cikopo - Kalijati
83250,83255,107.5568897,-6.473412401,Cikopo - Kalijati
83255,83260,107.5569329,-6.473425498,Cikopo - Kalijati
83260,83265,107.5569761,-6.473438595,Cikopo - Kalijati
83265,83270,107.5570194,-6.473451691,Cikopo - Kalijati
83270,83275,107.5570626,-6.473464788,Cikopo - Kalijati
83275,83280,107.5571059,-6.473477885,Cikopo - Kalijati
83280,83285,107.5571491,-6.473490981,Cikopo - Kalijati
83285,83290,107.5571923,-6.473504078,Cikopo - Kalijati
83290,83295,107.5572356,-6.473517174,Cikopo - Kalijati
83295,83300,107.5572788,-6.473530271,Cikopo - Kalijati
83300,83305,107.557322,-6.473543368,Cikopo - Kalijati
83305,83310,107.5573653,-6.473556464,Cikopo - Kalijati
83310,83315,107.5574085,-6.473569561,Cikopo - Kalijati
83315,83320,107.5574517,-6.473582657,Cikopo - Kalijati
83320,83325,107.557495,-6.473595754,Cikopo - Kalijati
83325,83330,107.5575382,-6.473608851,Cikopo - Kalijati
83330,83335,107.5575814,-6.473621947,Cikopo - Kalijati
83335,83340,107.5576247,-6.473635044,Cikopo - Kalijati
83340,83345,107.5576679,-6.47364814,Cikopo - Kalijati
83345,83350,107.5577112,-6.473661237,Cikopo - Kalijati
83350,83355,107.5577544,-6.473674334,Cikopo - Kalijati
83355,83360,107.5577976,-6.47368743,Cikopo - Kalijati
83360,83365,107.5578409,-6.473700527,Cikopo - Kalijati
83365,83370,107.5578841,-6.473713623,Cikopo - Kalijati
83370,83375,107.5579273,-6.47372672,Cikopo - Kalijati
83375,83380,107.5579706,-6.473739816,Cikopo - Kalijati
83380,83385,107.5580138,-6.473752913,Cikopo - Kalijati
83385,83390,107.558057,-6.473766009,Cikopo - Kalijati
83390,83395,107.5581003,-6.473779106,Cikopo - Kalijati
83395,83400,107.5581435,-6.473792202,Cikopo - Kalijati
83400,83405,107.5581866,-6.473805839,Cikopo - Kalijati
83405,83410,107.5582294,-6.473820327,Cikopo - Kalijati
83410,83415,107.5582722,-6.473834814,Cikopo - Kalijati
83415,83420,107.558315,-6.473849302,Cikopo - Kalijati
83420,83425,107.5583577,-6.47386379,Cikopo - Kalijati
83425,83430,107.5584005,-6.473878278,Cikopo - Kalijati
83430,83435,107.5584433,-6.473892765,Cikopo - Kalijati
83435,83440,107.5584861,-6.473907253,Cikopo - Kalijati
83440,83445,107.5585289,-6.473921741,Cikopo - Kalijati
83445,83450,107.5585717,-6.473936228,Cikopo - Kalijati
83450,83455,107.5586145,-6.473950716,Cikopo - Kalijati
83455,83460,107.5586573,-6.473965204,Cikopo - Kalijati
83460,83465,107.5587001,-6.473979691,Cikopo - Kalijati
83465,83470,107.5587429,-6.473994179,Cikopo - Kalijati
83470,83475,107.5587857,-6.474008667,Cikopo - Kalijati
83475,83480,107.5588284,-6.474023154,Cikopo - Kalijati
83480,83485,107.5588712,-6.474037642,Cikopo - Kalijati
83485,83490,107.558914,-6.47405213,Cikopo - Kalijati
83490,83495,107.5589568,-6.474066617,Cikopo - Kalijati
83495,83500,107.5589996,-6.474081105,Cikopo - Kalijati
83500,83505,107.5590424,-6.474095593,Cikopo - Kalijati
83505,83510,107.5590852,-6.47411008,Cikopo - Kalijati
83510,83515,107.559128,-6.474124568,Cikopo - Kalijati
83515,83520,107.5591708,-6.474139056,Cikopo - Kalijati
83520,83525,107.5592136,-6.474153543,Cikopo - Kalijati
83525,83530,107.5592563,-6.474168031,Cikopo - Kalijati
83530,83535,107.5592991,-6.474182518,Cikopo - Kalijati
83535,83540,107.5593419,-6.474197006,Cikopo - Kalijati
83540,83545,107.5593847,-6.474211494,Cikopo - Kalijati
83545,83550,107.5594275,-6.474225981,Cikopo - Kalijati
83550,83555,107.5594703,-6.474240469,Cikopo - Kalijati
83555,83560,107.5595131,-6.474254956,Cikopo - Kalijati
83560,83565,107.5595559,-6.474269444,Cikopo - Kalijati
83565,83570,107.5595987,-6.474283932,Cikopo - Kalijati
83570,83575,107.5596415,-6.474298419,Cikopo - Kalijati
83575,83580,107.5596842,-6.474312907,Cikopo - Kalijati
83580,83585,107.559727,-6.474327394,Cikopo - Kalijati
83585,83590,107.5597698,-6.474341882,Cikopo - Kalijati
83590,83595,107.5598126,-6.474356369,Cikopo - Kalijati
83595,83600,107.5598554,-6.474370857,Cikopo - Kalijati
83600,83605,107.5598981,-6.47438554,Cikopo - Kalijati
83605,83610,107.5599408,-6.474400528,Cikopo - Kalijati
83610,83615,107.5599834,-6.474415516,Cikopo - Kalijati
83615,83620,107.560026,-6.474430504,Cikopo - Kalijati
83620,83625,107.5600686,-6.474445493,Cikopo - Kalijati
83625,83630,107.5601112,-6.474460481,Cikopo - Kalijati
83630,83635,107.5601538,-6.474475469,Cikopo - Kalijati
83635,83640,107.5601965,-6.474490457,Cikopo - Kalijati
83640,83645,107.5602391,-6.474505446,Cikopo - Kalijati
83645,83650,107.5602817,-6.474520434,Cikopo - Kalijati
83650,83655,107.5603243,-6.474535422,Cikopo - Kalijati
83655,83660,107.5603669,-6.47455041,Cikopo - Kalijati
83660,83665,107.5604095,-6.474565398,Cikopo - Kalijati
83665,83670,107.5604522,-6.474580387,Cikopo - Kalijati
83670,83675,107.5604948,-6.474595375,Cikopo - Kalijati
83675,83680,107.5605374,-6.474610363,Cikopo - Kalijati
83680,83685,107.56058,-6.474625351,Cikopo - Kalijati
83685,83690,107.5606226,-6.474640339,Cikopo - Kalijati
83690,83695,107.5606653,-6.474655328,Cikopo - Kalijati
83695,83700,107.5607079,-6.474670316,Cikopo - Kalijati
83700,83705,107.5607505,-6.474685304,Cikopo - Kalijati
83705,83710,107.5607931,-6.474700292,Cikopo - Kalijati
83710,83715,107.5608357,-6.47471528,Cikopo - Kalijati
83715,83720,107.5608783,-6.474730268,Cikopo - Kalijati
83720,83725,107.560921,-6.474745257,Cikopo - Kalijati
83725,83730,107.5609636,-6.474760245,Cikopo - Kalijati
83730,83735,107.5610062,-6.474775233,Cikopo - Kalijati
83735,83740,107.5610488,-6.474790221,Cikopo - Kalijati
83740,83745,107.5610914,-6.474805209,Cikopo - Kalijati
83745,83750,107.561134,-6.474820197,Cikopo - Kalijati
83750,83755,107.5611767,-6.474835185,Cikopo - Kalijati
83755,83760,107.5612193,-6.474850173,Cikopo - Kalijati
83760,83765,107.5612619,-6.474865162,Cikopo - Kalijati
83765,83770,107.5613045,-6.47488015,Cikopo - Kalijati
83770,83775,107.5613471,-6.474895138,Cikopo - Kalijati
83775,83780,107.5613898,-6.474910126,Cikopo - Kalijati
83780,83785,107.5614324,-6.474925114,Cikopo - Kalijati
83785,83790,107.561475,-6.474940102,Cikopo - Kalijati
83790,83795,107.5615176,-6.47495509,Cikopo - Kalijati
83795,83800,107.5615602,-6.474970078,Cikopo - Kalijati
83800,83805,107.5616029,-6.474984873,Cikopo - Kalijati
83805,83810,107.5616457,-6.474999365,Cikopo - Kalijati
83810,83815,107.5616885,-6.475013857,Cikopo - Kalijati
83815,83820,107.5617313,-6.475028349,Cikopo - Kalijati
83820,83825,107.5617741,-6.475042841,Cikopo - Kalijati
83825,83830,107.5618169,-6.475057333,Cikopo - Kalijati
83830,83835,107.5618596,-6.475071825,Cikopo - Kalijati
83835,83840,107.5619024,-6.475086317,Cikopo - Kalijati
83840,83845,107.5619452,-6.475100808,Cikopo - Kalijati
83845,83850,107.561988,-6.4751153,Cikopo - Kalijati
83850,83855,107.5620308,-6.475129792,Cikopo - Kalijati
83855,83860,107.5620736,-6.475144284,Cikopo - Kalijati
83860,83865,107.5621164,-6.475158776,Cikopo - Kalijati
83865,83870,107.5621592,-6.475173268,Cikopo - Kalijati
83870,83875,107.562202,-6.47518776,Cikopo - Kalijati
83875,83880,107.5622447,-6.475202252,Cikopo - Kalijati
83880,83885,107.5622875,-6.475216744,Cikopo - Kalijati
83885,83890,107.5623303,-6.475231236,Cikopo - Kalijati
83890,83895,107.5623731,-6.475245727,Cikopo - Kalijati
83895,83900,107.5624159,-6.475260219,Cikopo - Kalijati
83900,83905,107.5624587,-6.475274711,Cikopo - Kalijati
83905,83910,107.5625015,-6.475289203,Cikopo - Kalijati
83910,83915,107.5625443,-6.475303695,Cikopo - Kalijati
83915,83920,107.5625871,-6.475318187,Cikopo - Kalijati
83920,83925,107.5626298,-6.475332679,Cikopo - Kalijati
83925,83930,107.5626726,-6.475347171,Cikopo - Kalijati
83930,83935,107.5627154,-6.475361662,Cikopo - Kalijati
83935,83940,107.5627582,-6.475376154,Cikopo - Kalijati
83940,83945,107.562801,-6.475390646,Cikopo - Kalijati
83945,83950,107.5628438,-6.475405138,Cikopo - Kalijati
83950,83955,107.5628866,-6.47541963,Cikopo - Kalijati
83955,83960,107.5629294,-6.475434122,Cikopo - Kalijati
83960,83965,107.5629722,-6.475448613,Cikopo - Kalijati
83965,83970,107.5630149,-6.475463105,Cikopo - Kalijati
83970,83975,107.5630577,-6.475477597,Cikopo - Kalijati
83975,83980,107.5631005,-6.475492089,Cikopo - Kalijati
83980,83985,107.5631433,-6.475506581,Cikopo - Kalijati
83985,83990,107.5631861,-6.475521072,Cikopo - Kalijati
83990,83995,107.5632289,-6.475535564,Cikopo - Kalijati
83995,84000,107.5632717,-6.475550056,Cikopo - Kalijati
84000,84005,107.5633148,-6.475563414,Cikopo - Kalijati
84005,84010,107.5633585,-6.475575006,Cikopo - Kalijati
84010,84015,107.5634021,-6.475586598,Cikopo - Kalijati
84015,84020,107.5634458,-6.47559819,Cikopo - Kalijati
84020,84025,107.5634895,-6.475609782,Cikopo - Kalijati
84025,84030,107.5635331,-6.475621375,Cikopo - Kalijati
84030,84035,107.5635768,-6.475632967,Cikopo - Kalijati
84035,84040,107.5636205,-6.475644559,Cikopo - Kalijati
84040,84045,107.5636641,-6.475656151,Cikopo - Kalijati
84045,84050,107.5637078,-6.475667743,Cikopo - Kalijati
84050,84055,107.5637514,-6.475679335,Cikopo - Kalijati
84055,84060,107.5637951,-6.475690927,Cikopo - Kalijati
84060,84065,107.5638388,-6.47570252,Cikopo - Kalijati
84065,84070,107.5638824,-6.475714112,Cikopo - Kalijati
84070,84075,107.5639261,-6.475725704,Cikopo - Kalijati
84075,84080,107.5639698,-6.475737296,Cikopo - Kalijati
84080,84085,107.5640134,-6.475748888,Cikopo - Kalijati
84085,84090,107.5640571,-6.47576048,Cikopo - Kalijati
84090,84095,107.5641008,-6.475772072,Cikopo - Kalijati
84095,84100,107.5641444,-6.475783664,Cikopo - Kalijati
84100,84105,107.5641881,-6.475795256,Cikopo - Kalijati
84105,84110,107.5642317,-6.475806848,Cikopo - Kalijati
84110,84115,107.5642754,-6.47581844,Cikopo - Kalijati
84115,84120,107.5643191,-6.475830033,Cikopo - Kalijati
84120,84125,107.5643627,-6.475841625,Cikopo - Kalijati
84125,84130,107.5644064,-6.475853217,Cikopo - Kalijati
84130,84135,107.5644501,-6.475864809,Cikopo - Kalijati
84135,84140,107.5644937,-6.475876401,Cikopo - Kalijati
84140,84145,107.5645374,-6.475887993,Cikopo - Kalijati
84145,84150,107.5645811,-6.475899585,Cikopo - Kalijati
84150,84155,107.5646247,-6.475911177,Cikopo - Kalijati
84155,84160,107.5646684,-6.475922769,Cikopo - Kalijati
84160,84165,107.564712,-6.475934361,Cikopo - Kalijati
84165,84170,107.5647557,-6.475945953,Cikopo - Kalijati
84170,84175,107.5647994,-6.475957545,Cikopo - Kalijati
84175,84180,107.564843,-6.475969137,Cikopo - Kalijati
84180,84185,107.5648867,-6.475980729,Cikopo - Kalijati
84185,84190,107.5649304,-6.475992321,Cikopo - Kalijati
84190,84195,107.564974,-6.476003913,Cikopo - Kalijati
84195,84200,107.5650177,-6.476015505,Cikopo - Kalijati
84200,84205,107.5650617,-6.476025775,Cikopo - Kalijati
84205,84210,107.5651061,-6.476034107,Cikopo - Kalijati
84210,84215,107.5651505,-6.47604244,Cikopo - Kalijati
84215,84220,107.5651949,-6.476050773,Cikopo - Kalijati
84220,84225,107.5652393,-6.476059106,Cikopo - Kalijati
84225,84230,107.5652837,-6.476067439,Cikopo - Kalijati
84230,84235,107.5653281,-6.476075771,Cikopo - Kalijati
84235,84240,107.5653725,-6.476084104,Cikopo - Kalijati
84240,84245,107.5654169,-6.476092437,Cikopo - Kalijati
84245,84250,107.5654613,-6.47610077,Cikopo - Kalijati
84250,84255,107.5655057,-6.476109103,Cikopo - Kalijati
84255,84260,107.5655501,-6.476117435,Cikopo - Kalijati
84260,84265,107.5655945,-6.476125768,Cikopo - Kalijati
84265,84270,107.5656389,-6.476134101,Cikopo - Kalijati
84270,84275,107.5656833,-6.476142434,Cikopo - Kalijati
84275,84280,107.5657277,-6.476150767,Cikopo - Kalijati
84280,84285,107.5657721,-6.476159099,Cikopo - Kalijati
84285,84290,107.5658165,-6.476167432,Cikopo - Kalijati
84290,84295,107.5658609,-6.476175765,Cikopo - Kalijati
84295,84300,107.5659053,-6.476184098,Cikopo - Kalijati
84300,84305,107.5659497,-6.47619243,Cikopo - Kalijati
84305,84310,107.5659941,-6.476200763,Cikopo - Kalijati
84310,84315,107.5660385,-6.476209096,Cikopo - Kalijati
84315,84320,107.5660829,-6.476217429,Cikopo - Kalijati
84320,84325,107.5661273,-6.476225761,Cikopo - Kalijati
84325,84330,107.5661717,-6.476234094,Cikopo - Kalijati
84330,84335,107.5662161,-6.476242427,Cikopo - Kalijati
84335,84340,107.5662605,-6.476250759,Cikopo - Kalijati
84340,84345,107.5663049,-6.476259092,Cikopo - Kalijati
84345,84350,107.5663493,-6.476267425,Cikopo - Kalijati
84350,84355,107.5663937,-6.476275757,Cikopo - Kalijati
84355,84360,107.5664381,-6.47628409,Cikopo - Kalijati
84360,84365,107.5664825,-6.476292423,Cikopo - Kalijati
84365,84370,107.5665269,-6.476300756,Cikopo - Kalijati
84370,84375,107.5665713,-6.476309088,Cikopo - Kalijati
84375,84380,107.5666157,-6.476317421,Cikopo - Kalijati
84380,84385,107.5666601,-6.476325754,Cikopo - Kalijati
84385,84390,107.5667045,-6.476334086,Cikopo - Kalijati
84390,84395,107.5667489,-6.476342419,Cikopo - Kalijati
84395,84400,107.5667933,-6.476350752,Cikopo - Kalijati
84400,84405,107.5668379,-6.476357426,Cikopo - Kalijati
84405,84410,107.5668829,-6.476361859,Cikopo - Kalijati
84410,84415,107.5669278,-6.476366291,Cikopo - Kalijati
84415,84420,107.5669728,-6.476370723,Cikopo - Kalijati
84420,84425,107.5670177,-6.476375156,Cikopo - Kalijati
84425,84430,107.5670627,-6.476379588,Cikopo - Kalijati
84430,84435,107.5671077,-6.47638402,Cikopo - Kalijati
84435,84440,107.5671526,-6.476388453,Cikopo - Kalijati
84440,84445,107.5671976,-6.476392885,Cikopo - Kalijati
84445,84450,107.5672425,-6.476397317,Cikopo - Kalijati
84450,84455,107.5672875,-6.47640175,Cikopo - Kalijati
84455,84460,107.5673324,-6.476406182,Cikopo - Kalijati
84460,84465,107.5673774,-6.476410614,Cikopo - Kalijati
84465,84470,107.5674224,-6.476415046,Cikopo - Kalijati
84470,84475,107.5674673,-6.476419479,Cikopo - Kalijati
84475,84480,107.5675123,-6.476423911,Cikopo - Kalijati
84480,84485,107.5675572,-6.476428343,Cikopo - Kalijati
84485,84490,107.5676022,-6.476432776,Cikopo - Kalijati
84490,84495,107.5676471,-6.476437208,Cikopo - Kalijati
84495,84500,107.5676921,-6.47644164,Cikopo - Kalijati
84500,84505,107.5677371,-6.476446072,Cikopo - Kalijati
84505,84510,107.567782,-6.476450505,Cikopo - Kalijati
84510,84515,107.567827,-6.476454937,Cikopo - Kalijati
84515,84520,107.5678719,-6.476459369,Cikopo - Kalijati
84520,84525,107.5679169,-6.476463801,Cikopo - Kalijati
84525,84530,107.5679618,-6.476468234,Cikopo - Kalijati
84530,84535,107.5680068,-6.476472666,Cikopo - Kalijati
84535,84540,107.5680518,-6.476477098,Cikopo - Kalijati
84540,84545,107.5680967,-6.47648153,Cikopo - Kalijati
84545,84550,107.5681417,-6.476485963,Cikopo - Kalijati
84550,84555,107.5681866,-6.476490395,Cikopo - Kalijati
84555,84560,107.5682316,-6.476494827,Cikopo - Kalijati
84560,84565,107.5682765,-6.476499259,Cikopo - Kalijati
84565,84570,107.5683215,-6.476503691,Cikopo - Kalijati
84570,84575,107.5683665,-6.476508124,Cikopo - Kalijati
84575,84580,107.5684114,-6.476512556,Cikopo - Kalijati
84580,84585,107.5684564,-6.476516988,Cikopo - Kalijati
84585,84590,107.5685013,-6.47652142,Cikopo - Kalijati
84590,84595,107.5685463,-6.476525852,Cikopo - Kalijati
84595,84600,107.5685912,-6.476530285,Cikopo - Kalijati
84600,84605,107.5686363,-6.476533087,Cikopo - Kalijati
84605,84610,107.5686815,-6.476533813,Cikopo - Kalijati
84610,84615,107.5687266,-6.47653454,Cikopo - Kalijati
84615,84620,107.5687718,-6.476535266,Cikopo - Kalijati
84620,84625,107.568817,-6.476535992,Cikopo - Kalijati
84625,84630,107.5688621,-6.476536718,Cikopo - Kalijati
84630,84635,107.5689073,-6.476537444,Cikopo - Kalijati
84635,84640,107.5689525,-6.47653817,Cikopo - Kalijati
84640,84645,107.5689977,-6.476538896,Cikopo - Kalijati
84645,84650,107.5690428,-6.476539622,Cikopo - Kalijati
84650,84655,107.569088,-6.476540348,Cikopo - Kalijati
84655,84660,107.5691332,-6.476541074,Cikopo - Kalijati
84660,84665,107.5691783,-6.4765418,Cikopo - Kalijati
84665,84670,107.5692235,-6.476542526,Cikopo - Kalijati
84670,84675,107.5692687,-6.476543253,Cikopo - Kalijati
84675,84680,107.5693138,-6.476543979,Cikopo - Kalijati
84680,84685,107.569359,-6.476544705,Cikopo - Kalijati
84685,84690,107.5694042,-6.476545431,Cikopo - Kalijati
84690,84695,107.5694493,-6.476546157,Cikopo - Kalijati
84695,84700,107.5694945,-6.476546883,Cikopo - Kalijati
84700,84705,107.5695397,-6.476547609,Cikopo - Kalijati
84705,84710,107.5695849,-6.476548335,Cikopo - Kalijati
84710,84715,107.56963,-6.476549061,Cikopo - Kalijati
84715,84720,107.5696752,-6.476549787,Cikopo - Kalijati
84720,84725,107.5697204,-6.476550513,Cikopo - Kalijati
84725,84730,107.5697655,-6.476551239,Cikopo - Kalijati
84730,84735,107.5698107,-6.476551965,Cikopo - Kalijati
84735,84740,107.5698559,-6.476552691,Cikopo - Kalijati
84740,84745,107.569901,-6.476553417,Cikopo - Kalijati
84745,84750,107.5699462,-6.476554143,Cikopo - Kalijati
84750,84755,107.5699914,-6.476554869,Cikopo - Kalijati
84755,84760,107.5700366,-6.476555595,Cikopo - Kalijati
84760,84765,107.5700817,-6.476556321,Cikopo - Kalijati
84765,84770,107.5701269,-6.476557047,Cikopo - Kalijati
84770,84775,107.5701721,-6.476557773,Cikopo - Kalijati
84775,84780,107.5702172,-6.476558499,Cikopo - Kalijati
84780,84785,107.5702624,-6.476559225,Cikopo - Kalijati
84785,84790,107.5703076,-6.476559951,Cikopo - Kalijati
84790,84795,107.5703527,-6.476560677,Cikopo - Kalijati
84795,84800,107.5703979,-6.476561403,Cikopo - Kalijati
84800,84805,107.570443,-6.476560434,Cikopo - Kalijati
84805,84810,107.5704881,-6.476557451,Cikopo - Kalijati
84810,84815,107.5705332,-6.476554467,Cikopo - Kalijati
84815,84820,107.5705783,-6.476551484,Cikopo - Kalijati
84820,84825,107.5706233,-6.4765485,Cikopo - Kalijati
84825,84830,107.5706684,-6.476545516,Cikopo - Kalijati
84830,84835,107.5707135,-6.476542533,Cikopo - Kalijati
84835,84840,107.5707586,-6.476539549,Cikopo - Kalijati
84840,84845,107.5708036,-6.476536565,Cikopo - Kalijati
84845,84850,107.5708487,-6.476533582,Cikopo - Kalijati
84850,84855,107.5708938,-6.476530598,Cikopo - Kalijati
84855,84860,107.5709389,-6.476527614,Cikopo - Kalijati
84860,84865,107.570984,-6.476524631,Cikopo - Kalijati
84865,84870,107.571029,-6.476521647,Cikopo - Kalijati
84870,84875,107.5710741,-6.476518663,Cikopo - Kalijati
84875,84880,107.5711192,-6.47651568,Cikopo - Kalijati
84880,84885,107.5711643,-6.476512696,Cikopo - Kalijati
84885,84890,107.5712093,-6.476509712,Cikopo - Kalijati
84890,84895,107.5712544,-6.476506729,Cikopo - Kalijati
84895,84900,107.5712995,-6.476503745,Cikopo - Kalijati
84900,84905,107.5713446,-6.476500761,Cikopo - Kalijati
84905,84910,107.5713896,-6.476497778,Cikopo - Kalijati
84910,84915,107.5714347,-6.476494794,Cikopo - Kalijati
84915,84920,107.5714798,-6.47649181,Cikopo - Kalijati
84920,84925,107.5715249,-6.476488826,Cikopo - Kalijati
84925,84930,107.5715699,-6.476485843,Cikopo - Kalijati
84930,84935,107.571615,-6.476482859,Cikopo - Kalijati
84935,84940,107.5716601,-6.476479875,Cikopo - Kalijati
84940,84945,107.5717052,-6.476476892,Cikopo - Kalijati
84945,84950,107.5717503,-6.476473908,Cikopo - Kalijati
84950,84955,107.5717953,-6.476470924,Cikopo - Kalijati
84955,84960,107.5718404,-6.47646794,Cikopo - Kalijati
84960,84965,107.5718855,-6.476464957,Cikopo - Kalijati
84965,84970,107.5719306,-6.476461973,Cikopo - Kalijati
84970,84975,107.5719756,-6.476458989,Cikopo - Kalijati
84975,84980,107.5720207,-6.476456005,Cikopo - Kalijati
84980,84985,107.5720658,-6.476453022,Cikopo - Kalijati
84985,84990,107.5721109,-6.476450038,Cikopo - Kalijati
84990,84995,107.5721559,-6.476447054,Cikopo - Kalijati
84995,85000,107.572201,-6.47644407,Cikopo - Kalijati
85000,85005,107.5722459,-6.47643931,Cikopo - Kalijati
85005,85010,107.5722906,-6.476432527,Cikopo - Kalijati
85010,85015,107.5723352,-6.476425743,Cikopo - Kalijati
85015,85020,107.5723799,-6.47641896,Cikopo - Kalijati
85020,85025,107.5724246,-6.476412177,Cikopo - Kalijati
85025,85030,107.5724692,-6.476405394,Cikopo - Kalijati
85030,85035,107.5725139,-6.476398611,Cikopo - Kalijati
85035,85040,107.5725585,-6.476391828,Cikopo - Kalijati
85040,85045,107.5726032,-6.476385045,Cikopo - Kalijati
85045,85050,107.5726479,-6.476378262,Cikopo - Kalijati
85050,85055,107.5726925,-6.476371479,Cikopo - Kalijati
85055,85060,107.5727372,-6.476364696,Cikopo - Kalijati
85060,85065,107.5727819,-6.476357913,Cikopo - Kalijati
85065,85070,107.5728265,-6.47635113,Cikopo - Kalijati
85070,85075,107.5728712,-6.476344347,Cikopo - Kalijati
85075,85080,107.5729158,-6.476337564,Cikopo - Kalijati
85080,85085,107.5729605,-6.476330781,Cikopo - Kalijati
85085,85090,107.5730052,-6.476323997,Cikopo - Kalijati
85090,85095,107.5730498,-6.476317214,Cikopo - Kalijati
85095,85100,107.5730945,-6.476310431,Cikopo - Kalijati
85100,85105,107.5731392,-6.476303648,Cikopo - Kalijati
85105,85110,107.5731838,-6.476296865,Cikopo - Kalijati
85110,85115,107.5732285,-6.476290082,Cikopo - Kalijati
85115,85120,107.5732732,-6.476283299,Cikopo - Kalijati
85120,85125,107.5733178,-6.476276516,Cikopo - Kalijati
85125,85130,107.5733625,-6.476269733,Cikopo - Kalijati
85130,85135,107.5734071,-6.47626295,Cikopo - Kalijati
85135,85140,107.5734518,-6.476256166,Cikopo - Kalijati
85140,85145,107.5734965,-6.476249383,Cikopo - Kalijati
85145,85150,107.5735411,-6.4762426,Cikopo - Kalijati
85150,85155,107.5735858,-6.476235817,Cikopo - Kalijati
85155,85160,107.5736305,-6.476229034,Cikopo - Kalijati
85160,85165,107.5736751,-6.476222251,Cikopo - Kalijati
85165,85170,107.5737198,-6.476215468,Cikopo - Kalijati
85170,85175,107.5737644,-6.476208684,Cikopo - Kalijati
85175,85180,107.5738091,-6.476201901,Cikopo - Kalijati
85180,85185,107.5738538,-6.476195118,Cikopo - Kalijati
85185,85190,107.5738984,-6.476188335,Cikopo - Kalijati
85190,85195,107.5739431,-6.476181552,Cikopo - Kalijati
85195,85200,107.5739878,-6.476174769,Cikopo - Kalijati
85200,85205,107.5740321,-6.476166147,Cikopo - Kalijati
85205,85210,107.574076,-6.476155597,Cikopo - Kalijati
85210,85215,107.5741199,-6.476145047,Cikopo - Kalijati
85215,85220,107.5741638,-6.476134497,Cikopo - Kalijati
85220,85225,107.5742078,-6.476123947,Cikopo - Kalijati
85225,85230,107.5742517,-6.476113397,Cikopo - Kalijati
85230,85235,107.5742956,-6.476102847,Cikopo - Kalijati
85235,85240,107.5743396,-6.476092297,Cikopo - Kalijati
85240,85245,107.5743835,-6.476081747,Cikopo - Kalijati
85245,85250,107.5744274,-6.476071197,Cikopo - Kalijati
85250,85255,107.5744713,-6.476060647,Cikopo - Kalijati
85255,85260,107.5745153,-6.476050097,Cikopo - Kalijati
85260,85265,107.5745592,-6.476039547,Cikopo - Kalijati
85265,85270,107.5746031,-6.476028996,Cikopo - Kalijati
85270,85275,107.574647,-6.476018446,Cikopo - Kalijati
85275,85280,107.574691,-6.476007896,Cikopo - Kalijati
85280,85285,107.5747349,-6.475997346,Cikopo - Kalijati
85285,85290,107.5747788,-6.475986796,Cikopo - Kalijati
85290,85295,107.5748227,-6.475976246,Cikopo - Kalijati
85295,85300,107.5748667,-6.475965696,Cikopo - Kalijati
85300,85305,107.5749106,-6.475955146,Cikopo - Kalijati
85305,85310,107.5749545,-6.475944596,Cikopo - Kalijati
85310,85315,107.5749984,-6.475934046,Cikopo - Kalijati
85315,85320,107.5750424,-6.475923496,Cikopo - Kalijati
85320,85325,107.5750863,-6.475912946,Cikopo - Kalijati
85325,85330,107.5751302,-6.475902395,Cikopo - Kalijati
85330,85335,107.5751742,-6.475891845,Cikopo - Kalijati
85335,85340,107.5752181,-6.475881295,Cikopo - Kalijati
85340,85345,107.575262,-6.475870745,Cikopo - Kalijati
